questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
NYSEDREGENTS_2011_8_1,B,NYSEDREGENTS,8,The diagram below shows water in a graduated cylinder. {Regents_2011_8th_Grade_01} A student states that the graduated cylinder contains 150 mL of water. This statement is (A) a prediction (B) an observation (C) a theory (D) a hypothesis,Physics,"['contains', 'cylinder', 'diagram', 'graduated', 'water']",contains cylinder diagram graduate water,1,contains cylinder graduate water,0
NYSEDREGENTS_2011_8_2,A,NYSEDREGENTS,8,The average daily air temperature at a certain location increases when there is a seasonal increase in the number of daylight hours. Which graph best shows this change? (A) {Regents_2011_8th_Grade_02} (B) {Regents_2011_8th_Grade_03} (C) {Regents_2011_8th_Grade_04} (D) {Regents_2011_8th_Grade_05},Physics,"['air', 'average', 'best', 'certain', 'change']",air average best certain change,0,air average certain,3
NYSEDREGENTS_2011_8_3,A,NYSEDREGENTS,8,"The data table below shows that as the pressure of a gas sample was changed, the volume of the gas changed. The pressure was measured in atmospheres (atm) and the volume was measured in milliliters (mL). {Regents_2011_8th_Grade_06} According to the data table, as the pressure of the gas increases, the volume of the gas (A) decreases (B) increases (C) remains the same",Physics,"['gas', 'increases', 'pressure', 'table', 'volume']",gas increase pressure table volume,0,gas increase pressure volume,0
NYSEDREGENTS_2011_8_5,C,NYSEDREGENTS,8,A Punnett square is shown below. The dominant trait is represented by R. The recessive trait is represented by r. {Regents_2011_8th_Grade_07} What percentage of the offspring will most likely show the dominant trait? (A) 25% (B) 50% (C) 75% (D) 100%,Physics,"['dominant', 'likely', 'offspring', 'represented', 'trait']",dominant likely offspring represent trait,0,dominant offspring trait,0
NYSEDREGENTS_2011_8_6,B,NYSEDREGENTS,8,"Base your answers on the graph below and on your knowledge of science. The graph shows the average monthly air temperatures for three different locations, A, B, and C. {Regents_2011_8th_Grade_08} Which location experiences the least change in average monthly air temperature between its warmest and coldest months? (A) A (B) B (C) C",Biology,"['air', 'average', 'graph', 'monthly', 'temperatures']",air average graph monthly temperature,0,air average graph monthly temperature,3
NYSEDREGENTS_2011_8_7,A,NYSEDREGENTS,8,"Base your answers on the graph below and on your knowledge of science. The graph shows the average monthly air temperatures for three different locations, A, B, and C. {Regents_2011_8th_Grade_08} Where is location C most likely located? (A) Southern Hemisphere (B) New York State (C) equator (D) North Pole",Biology,"['air', 'graph', 'southern', 'state', 'temperatures']",air graph southern state temperature,0,air graph southern state temperature,3
NYSEDREGENTS_2011_8_15,C,NYSEDREGENTS,8,The diagram below shows views of the same onion cells observed by a student under a compound light microscope before and after a laboratory procedure. {Regents_2011_8th_Grade_09} What did the student most likely do to cause the difference between the two views? (A) increased the magnification (B) decreased the magnification (C) added stain to the cells (D) added water to the cells,Physics,"['added', 'cells', 'magnification', 'student', 'views']",added cell magnification student view,0,added cell magnification view,0
NYSEDREGENTS_2011_8_16,D,NYSEDREGENTS,8,The hydra shown below is reproducing asexually. {Regents_2011_8th_Grade_10} What percentage of the offspring’s genetic information is the same as the genetic information of the parent? (A) 25% (B) 50% (C) 75% (D) 100%,Physics,"['asexually', 'genetic', 'hydra', 'information', 'offsprings']",asexually genetic hydra information offspring,0,asexually genetic hydra offspring,0
NYSEDREGENTS_2011_8_17,A,NYSEDREGENTS,8,The diagram below shows a food chain. {Regents_2011_8th_Grade_11} What do the arrows in the diagram represent? (A) flow of energy (B) life cycle stages (C) one community replacing another (D) renewable resource depletion,Biology,"['another', 'diagram', 'replacing', 'represent', 'resource']",another diagram replace represent resource,1,another replace resource,0
NYSEDREGENTS_2011_8_18,D,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows how modern types of flowers developed from early types of flowers over the last 75 million years. {Regents_2011_8th_Grade_12} What is the most likely reason why these early flowers gradually changed to many different types of flowers over time? (A) The flowers’ traits were genetically engineered. (B) The environments of the flowers stayed the same. (C) The genetic material of the flowers stayed the same. (D) The flowers adapted to environmental conditions.,Biology,"['diagram', 'early', 'flowers', 'stayed', 'types']",diagram early flower stay type,1,early flower stay type,0
NYSEDREGENTS_2011_8_19,A,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram shows how modern types of flowers developed from early types of flowers over the last 75 million years. {Regents_2011_8th_Grade_12} Which process is represented in this diagram? (A) evolution (B) photosynthesis (C) selective breeding (D) ecological succession,Biology,"['answers', 'diagram', 'flowers', 'succession', 'types']",answer diagram flower succession type,1,flower succession type,0
NYSEDREGENTS_2011_8_23,C,NYSEDREGENTS,8,The diagram below shows a life process taking place within a cell. {Regents_2011_8th_Grade_13} Which life process is shown? (A) reproduction (B) digestion (C) respiration (D) locomotion,Biology,"['cell', 'diagram', 'digestion', 'life', 'process']",cell diagram digestion life process,1,cell digestion life process,0
NYSEDREGENTS_2011_8_31,D,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram represents the motion of the Moon around Earth as seen from above the North Pole. One position of the Moon in its orbit is shown {Regents_2011_8th_Grade_14}. Which Moon phase will usually be seen from Earth when the Moon is in this position? (A) {Regents_2011_8th_Grade_15} (B) {Regents_2011_8th_Grade_16} (C) {Regents_2011_8th_Grade_17} (D) {Regents_2011_8th_Grade_18},Biology,"['answers', 'diagram', 'moon', 'represents', 'science']",answer diagram moon represent science,1,moon,0
NYSEDREGENTS_2011_8_32,C,NYSEDREGENTS,8,Base your answers on the diagram below and on your knowledge of science. The diagram represents the motion of the Moon around Earth as seen from above the North Pole. One position of the Moon in its orbit is shown {Regents_2011_8th_Grade_14}. The time it takes the Moon to revolve once around Earth is approximately one (A) day (B) week (C) month (D) year,Biology,"['around', 'diagram', 'earth', 'moon', 'one']",around diagram earth moon one,1,around earth moon one,1
NYSEDREGENTS_2011_8_33,B,NYSEDREGENTS,8,The diagram below shows two locations where fossils of Mesosaurus have been found. Mesosaurus was a freshwater reptile that existed on Earth about 250 million years ago. {Regents_2011_8th_Grade_19} Which statement best explains why these freshwater Mesosaurus fossils are found today in some rock layers in both South America and Africa? (A) Mesosaurus swam across the ocean between the continents. (B) The continents were once connected as a single landmass. (C) Global warming has been raising the sea level in the Atlantic Ocean. (D) The remains of Mesosaurus were carried across the ocean by predators.,Biology,"['fossils', 'found', 'freshwater', 'mesosaurus', 'ocean']",fossil find freshwater mesosaurus ocean,0,fossil freshwater mesosaurus ocean,0
NYSEDREGENTS_2011_8_34,B,NYSEDREGENTS,8,A person uses a bow to shoot an arrow at a target. In which diagram does the bow and arrow have the greatest amount of potential energy? (A) {Regents_2011_8th_Grade_20} (B) {Regents_2011_8th_Grade_21} (C) {Regents_2011_8th_Grade_22} (D) {Regents_2011_8th_Grade_23},Biology,"['amount', 'arrow', 'bow', 'diagram', 'energy']",amount arrow bow diagram energy,1,amount arrow bow energy,2
NYSEDREGENTS_2011_8_35,A,NYSEDREGENTS,8,"The diagram below shows 20 grams of two different materials, A and B, on a laboratory balance. {Regents_2011_8th_Grade_24} Compared to material A, material B has a different (A) density (B) mass (C) phase (D) shape",Physics,"['balance', 'compared', 'density', 'different', 'material']",balance compare density different material,0,balance compare density material,0
NYSEDREGENTS_2011_8_37,C,NYSEDREGENTS,8,"Base your answers on the diagram below and on your knowledge of science. The diagram represents four processes, labeled A, B, C, and D, that occur when water changes phase. {Regents_2011_8th_Grade_25} Which process is represented by B? (A) condensing (B) evaporating (C) freezing (D) melting",Biology,"['answers', 'diagram', 'processes', 'represented', 'represents']",answer diagram process represent represent,1,process,0
NYSEDREGENTS_2011_8_38,C,NYSEDREGENTS,8,"Base your answers on the diagram below and on your knowledge of science. The diagram represents four processes, labeled A, B, C, and D, that occur when water changes phase. {Regents_2011_8th_Grade_25} Which two processes increase the motion of the molecules? (A) A and B (B) B and C (C) C and D (D) D and A",Biology,"['answers', 'diagram', 'processes', 'represents', 'science']",answer diagram process represent science,1,process,0
NYSEDREGENTS_2011_8_40,D,NYSEDREGENTS,8,The arrows in the diagram below show the circulation of air on a sunny day. {Regents_2011_8th_Grade_26} The air circulation shown is caused by (A) both hot air and cool air sinking (B) both hot air and cool air rising (C) hot air sinking and cool air rising (D) hot air rising and cool air sinking,Physics,"['air', 'cool', 'hot', 'rising', 'sinking']",air cool hot rise sinking,0,air cool hot rise sinking,3
NYSEDREGENTS_2011_8_44,B,NYSEDREGENTS,8,The picture below shows a bird landing at a bird feeder outside a window. {Regents_2011_8th_Grade_27} The image of this bird in the window is the result of light being (A) absorbed (B) reflected (C) transmitted (D) refracted,Biology,"['absorbed', 'bird', 'feeder', 'image', 'window']",absorbed bird feeder image window,0,absorbed bird feeder image window,0
NYSEDREGENTS_2011_8_45,C,NYSEDREGENTS,8,"The diagram below shows a game where players try to move a metal needle through three metal paper clips without letting the needle touch the clips. A bulb lights when the needle touches a paper clip, signaling that the player has lost. {Regents_2011_8th_Grade_28} Why does the bulb light when the needle touches a paper clip? (A) Convection cells are produced. (B) Vibrations set up wavelike disturbances. (C) A circuit is completed. (D) A phase change occurs.",Physics,"['bulb', 'clips', 'metal', 'needle', 'paper']",bulb clip metal needle paper,0,bulb clip metal needle paper,0
TAKS_2009_8_1,C,TAKS,8,"{TAKS_8_2009_1} During a dissection activity, a student accidentally knocks a scalpel off the lab table. Which of these actions should the student take? (A) Use both hands to protect the eyes from the scalpel (B) Try to catch the scalpel before it reaches the floor (C) Pick up the scalpel, avoiding the sharp edge (D) Get a new scalpel, leaving the dropped one",Physics,"['accidentally', 'scalpel', 'student', 'table', 'take']",accidentally scalpel student table take,0,accidentally scalpel take,0
TAKS_2009_8_3,C,TAKS,8,"{TAKS_8_2009_2} In the picture above, a boy is trying to pull a dog on a leash, but the dog and the boy are moving in the same direction. Which of the following best describes the forces in this situation? A The forces are balanced, and the net force is zero. (A) The forces are unbalanced, and the boy’s force is greater. (B) The forces are unbalanced, and the dog’s force is greater. (C) The forces are balanced, and the dog is stronger than the boy.",Biology,"['boy', 'dog', 'force', 'forces', 'greater']",boy dog force force great,0,boy dog force force great,0
